uttid,actual_phoneme,mispronounced_phoneme,start_time,end_time,confidence,prosetrior_probability,max_logit,mean_logit_margin,logit_variance,combined_score,evt_k3,skewness,kurtosis,autocorr_lag1,entropy_mean,kl_to_onehot,gmm_means_0,gmm_means_1,gmm_vars_0,gmm_vars_1,gmm_weights_0,gmm_weights_1,phoneme_accuracy,mispronounced
0001,W_B,W_B,0.185,0.695,0.982,0.034757282584905624,7.571438789367676,-11.379928588867188,5.154479026794434,-8.973759859648894,6.958641529083252,1.8507178284295658,2.060795568368645,0.8146809330341609,0.07264043390750885,inf,0.1500597596168518,3.865574359893799,0.037250105291604996,6.747537136077881,0.6829046010971069,0.3170953691005707,7.0,True
0001,IY0_E,IY0_E,0.695,0.736,0.739,0.1348423808813095,5.932401180267334,-6.9510111808776855,10.707322120666504,-5.466802446120597,1.3052111864089966,0.7065486680736525,-1.4999998425054892,-0.1743717147034294,0.9992191195487976,inf,-1.0083832740783691,5.932394027709961,0.002818749751895666,1.0000511565522174e-06,0.6666665077209473,0.33333346247673035,9.0,False
0001,K_B,K_B,0.736,1.038,0.946,0.061695538461208344,9.004413604736328,-8.494790077209473,7.6965460777282715,-6.78201615230955,6.182528018951416,1.1714995214038477,0.8123198729134375,0.6118697877411964,0.22244036197662354,inf,0.8472299575805664,7.694761276245117,2.7591326236724854,1.7939461469650269,0.877052366733551,0.12294761836528778,8.0,False
0001,AO0_I,AO0_I,1.038,1.159,0.86,0.025342023000121117,5.671064853668213,-8.983243942260742,4.58266544342041,-7.390858141487549,2.6213533878326416,1.4089247622904546,0.8718699692286815,0.2832043898706531,0.39358577132225037,inf,0.04780007526278496,5.671058177947998,0.8291429877281189,1.0000445627156296e-06,0.8571427464485168,0.14285726845264435,8.0,False
0001,L_E,L_E,1.159,1.26,0.92,0.11021864414215088,6.3634443283081055,-4.889555931091309,5.700296878814697,-4.084275915358034,5.859377384185791,-1.1896782081568549,0.15757327753372374,0.22965295527464508,0.7368205189704895,inf,2.772934675216675,5.898169994354248,5.570606231689453,0.18921063840389252,0.5827987790107727,0.4172012209892273,9.0,False
0001,IH0_B,IH0_B,1.26,1.361,0.764,0.05142997205257416,5.380902290344238,-7.168476104736328,5.6201252937316895,-5.908193522096184,1.8500556945800781,1.3626104227862208,0.5653686661567763,0.10299265390877575,0.8010697960853577,inf,-0.6448535919189453,5.380896091461182,0.6925287842750549,1.0000384236263926e-06,0.8333332538604736,0.16666680574417114,,False
0001,T_E,T_E,1.361,1.461,0.994,0.13302911818027496,6.9996209144592285,-5.335411071777344,5.766739368438721,-4.339943922555115,5.210908889770508,-0.09729888027285861,-0.8606192006537672,0.39270583722202784,0.6719074249267578,inf,2.5290379524230957,6.999612331390381,3.5893871784210205,1.0000736665460863e-06,0.8333604335784912,0.16663962602615356,,False
0001,B_B,B_B,1.461,1.683,0.965,0.07098480314016342,8.234980583190918,-8.002243995666504,3.8560848236083984,-6.395157636505578,4.378849506378174,2.321317960406632,4.807293363033781,0.020989905152562917,0.1778484731912613,inf,1.5991010665893555,8.234971046447754,0.5370641946792603,1.00009094694542e-06,0.9166666269302368,0.08333341777324677,,False
0001,EH0_I,EH0_I,1.683,1.744,0.991,0.017866091802716255,4.239350318908691,-7.056456565856934,4.168854236602783,-6.146974798693504,2.5046439170837402,0.014141247171943497,-1.6595625856783804,0.30191905774320604,0.758914589881897,inf,-0.28973281383514404,3.59731125831604,0.37092262506484985,0.41222327947616577,0.49999943375587463,0.500000536441803,,False
0001,R_E,R_E,1.744,1.885,0.747,0.005013179965317249,4.048406600952148,-7.921107292175293,2.4665708541870117,-7.13348055700894,3.1274936199188232,0.3799828897935765,-1.0786517829775681,0.6005497413378739,0.5098789930343628,inf,0.6221861839294434,3.6687891483306885,0.9500123858451843,0.15075673162937164,0.7561467289924622,0.24385333061218262,,False
0001,Z_B,Z_B,0.322,0.832,0.999,0.029637817293405533,7.116271018981934,-12.23103141784668,3.0684683322906494,-9.61733322904443,3.8021247386932373,2.4273202592468683,6.4805338413122975,0.5069606669324022,0.060248907655477524,inf,-0.04929881542921066,7.116262435913086,1.2163851261138916,1.0000736665460863e-06,0.9615383744239807,0.03846157714724541,7.0,True
0001,IH1_I,IH1_I,0.832,0.913,0.731,0.0014347672695294023,2.3418054580688477,-7.890435695648193,0.5384106040000916,-7.487330774284328,1.4150549173355103,0.9534224435388318,-0.39283520380537773,-0.36828342735379455,0.750632107257843,inf,0.6503193974494934,2.3418025970458984,0.10078932344913483,1.0000081829275587e-06,0.7999998927116394,0.20000016689300537,9.0,False
0001,R_I,R_I,0.913,1.083,0.937,0.15028992295265198,7.330909252166748,-5.472004413604736,5.691137790679932,-4.398959798731547,5.92686128616333,0.6367153046505605,-0.2441794564165125,0.4311617020669413,0.5706509351730347,inf,2.018789768218994,7.330774784088135,1.4704781770706177,1.017024487737217e-06,0.7999999523162842,0.2000000774860382,7.0,True
0001,OW0_E,OW0_E,1.083,1.153,0.712,0.03126322105526924,5.28495979309082,-7.428840637207031,7.613127708435059,-6.239782321595387,1.3589931726455688,1.04879614456244,-0.734467211670037,-0.006542227944961899,1.1094560623168945,inf,-0.9917283058166504,5.284953594207764,0.3016335666179657,1.0000384236263926e-06,0.7499998807907104,0.25000014901161194,8.0,False
0001,TH_B,TH_B,1.153,1.414,0.988,0.0005908535677008331,4.299699306488037,-11.283241271972656,3.039271831512451,-10.128451592874178,1.4594682455062866,2.1054140834122577,4.22868888033132,0.24207966582928475,0.2986775040626526,inf,-1.6142805814743042,4.299694061279297,0.7748373746871948,1.0000275096899713e-06,0.928571343421936,0.07142864912748337,9.0,False
0001,R_I,R_I,1.414,1.534,0.668,0.014073403552174568,5.881261825561523,-6.839927673339844,7.626772880554199,-6.066989932061807,4.803637981414795,-0.43535318208038865,-1.3116969888192465,0.5719701386813631,0.6741342544555664,inf,-0.45163536071777344,4.515172481536865,2.571211338043213,0.8546068072319031,0.4276295602321625,0.5723704099655151,,False
0001,IY0_E,IY0_E,1.534,1.635,0.793,0.01319474633783102,3.947080135345459,-8.91109848022461,3.742772102355957,-7.536149896154548,0.6740785241127014,1.730226284200911,1.096052073655633,0.042174255914372016,0.6908280253410339,inf,-1.2060060501098633,3.947075366973877,0.0656108558177948,1.000022734842787e-06,0.8333332538604736,0.16666680574417114,,False
0001,F_B,F_B,1.635,1.916,0.997,0.06434836238622665,9.015195846557617,-8.84520149230957,10.391524314880371,-7.0146741827588865,6.0701904296875,0.6433869778360437,-0.2532639400141714,0.6843682176691075,0.21526212990283966,inf,-2.071359157562256,2.914795398712158,0.07154694199562073,7.315781116485596,0.31163206696510315,0.6883679628372192,,False
0001,AY0_I,AY0_I,1.916,2.016,0.988,0.14458991587162018,7.714641571044922,-8.441288948059082,14.031050682067871,-6.489058376576315,3.766291618347168,0.8456564277978982,-0.9483571465104594,0.4627033213531439,0.23567068576812744,inf,-1.5536284446716309,6.036161422729492,0.43467649817466736,2.8188881874084473,0.6666420698165894,0.33335795998573303,,False
0001,V_E,V_E,2.016,2.317,0.94,0.09693272411823273,8.248648643493652,-9.168378829956055,11.722689628601074,-7.117986613038692,7.553394317626953,0.870299892648602,-0.812359358704978,0.8208214343478744,0.19993287324905396,inf,-1.2799166440963745,3.5493342876434326,0.004035912919789553,10.528653144836426,0.429519921541214,0.5704800486564636,,False
0001,W_B,W_B,2.317,2.517,0.988,0.08086635172367096,8.36374282836914,-8.146993637084961,4.515748500823975,-6.45738278568263,6.081766128540039,1.2451554528941724,0.7447664855698628,0.5514673382818697,0.10360410064458847,inf,2.1409544944763184,6.113707065582275,0.8804984092712402,3.524683952331543,0.7485795021057129,0.2514205276966095,,False
0001,AH0_I,AH0_I,2.517,2.618,0.876,0.047566499561071396,5.746878147125244,-8.983211517333984,6.574577808380127,-7.201936029010438,1.305051326751709,1.7732680886806684,1.172036728138929,0.0052588965229118725,0.6616799235343933,inf,-1.1199277639389038,5.746871471405029,0.03065614216029644,1.0000445627156296e-06,0.8333332538604736,0.16666680574417114,,False
0001,N_E,N_E,2.618,2.838,0.873,0.02810802310705185,6.216135025024414,-7.327687740325928,3.353349447250366,-6.200891485299605,5.767463207244873,-0.6836032712783645,0.5328472730130591,0.5287155734281392,0.34530362486839294,inf,2.264235258102417,4.00634765625,5.465514183044434,1.7046886682510376,0.27682387828826904,0.723176121711731,,False
0001,TH_B,TH_B,0.282,0.792,0.961,3.529817331582308e-05,2.466153621673584,-15.563546180725098,1.2930108308792114,-13.969986129336391,-0.33544525504112244,3.367142267728096,12.221161709464191,0.363415795640703,0.01123254094272852,inf,-2.8011209964752197,2.4661507606506348,0.27764806151390076,1.0000081829275587e-06,0.9615383744239807,0.03846157714724541,7.0,True
0001,R_I,R_I,0.792,0.973,0.882,0.09378297626972198,8.376771926879883,-8.305362701416016,8.46410083770752,-6.523785469722111,5.027590751647949,0.5285521377601163,0.23167426580636663,0.4697225679967488,0.47573184967041016,inf,1.2247167825698853,8.376762390136719,4.2894134521484375,1.00009094694542e-06,0.900001049041748,0.09999898076057434,10.0,False
0001,IY0_E,IY0_E,0.973,1.033,0.702,0.015337781049311161,4.403031349182129,-7.811666965484619,4.438141822814941,-6.721397719276073,1.5379236936569214,0.8557457560198596,-0.951047069536302,0.1498760171974644,0.6192269325256348,inf,-0.2219126671552658,4.403026103973389,0.5699962973594666,1.0000275096899713e-06,0.7499998807907104,0.25000014901161194,9.0,False
0001,T_B,T_B,1.033,1.294,0.995,0.06853722780942917,7.718502521514893,-7.270118713378906,4.395642280578613,-5.89319656226644,6.282399654388428,0.23945961184492998,-0.4509161494390046,0.570281473505354,0.1683993637561798,inf,2.5841028690338135,5.705748081207275,2.674355983734131,2.3547773361206055,0.7556310296058655,0.24436897039413452,9.0,False
0001,UW0_E,UW0_E,1.294,1.394,0.931,0.11208349466323853,7.5450334548950195,-9.357732772827148,11.476513862609863,-7.206966300187186,2.6116273403167725,1.386481936382953,0.46796069601915713,0.24438273960167556,0.4661237299442291,inf,-1.0425621271133423,7.545024394989014,1.4806852340698242,1.0000820793720777e-06,0.8333332538604736,0.16666680574417114,9.0,False
0001,T_B,T_B,1.394,1.835,0.996,0.04028509929776192,7.595093727111816,-10.169888496398926,3.5245723724365234,-8.082454034341515,4.9978508949279785,1.6208466033946414,3.1448086753562166,0.603520434690055,0.12534388899803162,inf,0.9206985235214233,6.266686916351318,1.208066701889038,1.831246256828308,0.9133224487304688,0.08667749911546707,,False
0001,UW0_E,UW0_E,1.835,1.936,0.999,0.0769350677728653,6.783918857574463,-9.801827430725098,9.678128242492676,-7.630717248076307,1.9565502405166626,1.5587106774468096,0.7932149094527534,0.15806160614667347,0.5895107388496399,inf,-1.3148049116134644,6.783910751342773,0.6821993589401245,1.0000657084674458e-06,0.8333332538604736,0.16666680574417114,,False
0001,S_B,S_B,1.936,2.377,0.967,0.0471777617931366,8.687982559204102,-8.921446800231934,10.265789031982422,-7.161162553922276,7.780007839202881,0.6978676960444562,-0.8564914866525322,0.8320725674401209,0.18212291598320007,inf,-0.6451393365859985,4.622363090515137,0.5767056941986084,6.2779998779296875,0.5159826874732971,0.4840172827243805,,False
0001,EH1_I,EH1_I,2.377,2.437,0.954,0.21952486038208008,8.284543991088867,-6.871095657348633,11.22716236114502,-5.264653898264952,3.485830068588257,1.018451144032348,-0.7858355827170853,0.06945758903426727,0.27347618341445923,inf,0.7089635729789734,8.284534454345703,0.6221970915794373,1.00009094694542e-06,0.7499998807907104,0.25000014901161194,,False
0001,V_I,V_I,2.437,2.558,0.993,0.13716484606266022,9.047739028930664,-8.700788497924805,8.84700870513916,-6.686523494713689,4.492465496063232,1.5770479988018529,1.1811381935855376,0.2370645249333904,0.1475859433412552,inf,1.0452910661697388,9.047728538513184,1.1730574369430542,1.0001100463341572e-06,0.8571427464485168,0.14285726845264435,,False
